Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,2818.8,безналичный,Витебск,Приорбанк-DJMO-130,06-09-2012,05:10:01,успешно,нет,0.0
юр. лицо,списание средств,4653.07,безналичный,Витебск,Беларусбанк-GCVV-836,24-08-2012,07:40:24,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3672.79,безналичный,Минск,Приорбанк-GUHF-106,09-12-2014,17:53:10,недостаточно средств,да,202.64
юр. лицо,списание средств,1465.11,безналичный,Могилев,МаксБанк-XLGF-280,15-02-2013,10:31:11,неправильный ввод пин-кода,да,120.3
физ. лицо,получение средств,3100.02,безналичный,Брест,Белинвестбанк-NCLY-118,12-03-2014,18:37:31,успешно,нет,0.0
юр. лицо,получение средств,3299.74,безналичный,Гомель,Приорбанк-TASH-145,23-01-2022,21:42:19,успешно,нет,0.0
физ. лицо,списание средств,342.07,наличный,Брест,МаксБанк-ZURQ-110,01-05-2003,18:39:55,недостаточно средств,да,8.74
физ. лицо,получение средств,1038.96,безналичный,Витебск,Беларусбанк-TMJS-152,03-04-2005,16:57:39,успешно,нет,0.0
юр. лицо,списание средств,4361.46,наличный,Гродно,МаксБанк-BNZP-864,17-07-2017,02:32:24,недостаточно средств,нет,0.0
физ. лицо,получение средств,4942.93,безналичный,Гродно,БелАгропромбанк-FGCS-516,26-06-2015,19:50:30,успешно,нет,0.0
физ. лицо,получение средств,4998.64,наличный,Гродно,Белинвестбанк-KBNQ-845,27-01-2001,15:38:29,успешно,нет,0.0
юр. лицо,получение средств,3282.39,наличный,Могилев,Белинвестбанк-GIVR-949,02-01-2004,13:44:28,успешно,нет,0.0
физ. лицо,получение средств,2219.84,наличный,Минск,МаксБанк-HJBF-147,29-11-2013,18:49:45,успешно,нет,0.0
физ. лицо,получение средств,3186.96,наличный,Могилев,Белинвестбанк-FAJS-227,24-01-2002,00:58:14,успешно,нет,0.0
юр. лицо,списание средств,3526.32,безналичный,Брест,Белинвестбанк-LLHZ-067,04-09-2021,03:29:20,недостаточно средств,да,39.99
юр. лицо,получение средств,340.87,наличный,Минск,МаксБанк-LQNO-869,06-12-2022,23:05:07,успешно,нет,0.0
юр. лицо,получение средств,3285.81,наличный,Витебск,БелАгропромбанк-PSCP-106,11-02-2015,08:28:03,успешно,нет,0.0
юр. лицо,получение средств,33.59,наличный,Гродно,МаксБанк-OUSM-375,07-01-2023,16:21:34,успешно,нет,0.0
физ. лицо,получение средств,4956.09,наличный,Минск,БелАгропромбанк-AFIR-903,30-09-2019,04:36:36,успешно,нет,0.0
физ. лицо,списание средств,2209.53,наличный,Могилев,Беларусбанк-SERX-767,25-11-2009,18:00:53,недостаточно средств,да,220.14
физ. лицо,списание средств,1273.54,наличный,Витебск,Беларусбанк-URAL-066,31-07-2010,23:08:01,недостаточно средств,нет,0.0
юр. лицо,списание средств,4440.89,наличный,Минск,Белинвестбанк-WPQK-151,05-12-2023,10:15:10,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,379.9,безналичный,Витебск,МаксБанк-FRJW-383,08-12-2004,02:43:45,успешно,нет,0.0
юр. лицо,списание средств,184.92,наличный,Гродно,Беларусбанк-BJIA-136,21-09-2013,15:18:16,успешно,да,6.0
физ. лицо,списание средств,463.48,наличный,Витебск,БелАгропромбанк-OSSS-091,03-08-2006,14:43:43,успешно,нет,0.0
физ. лицо,получение средств,1526.26,наличный,Гродно,Приорбанк-HUCF-525,20-05-2024,19:49:18,успешно,нет,0.0
юр. лицо,получение средств,1436.3,безналичный,Минск,Белинвестбанк-JGIB-268,24-01-2003,13:39:22,успешно,нет,0.0
юр. лицо,списание средств,2562.42,наличный,Гродно,Беларусбанк-EMVT-217,30-12-2001,01:55:59,успешно,нет,0.0
физ. лицо,списание средств,266.81,безналичный,Витебск,Беларусбанк-HMKB-786,25-08-2014,16:47:37,недостаточно средств,да,24.76
физ. лицо,списание средств,3940.76,наличный,Могилев,Белинвестбанк-UQFL-886,14-02-2011,21:25:59,успешно,нет,0.0
юр. лицо,списание средств,4287.89,безналичный,Витебск,БелАгропромбанк-YZNV-157,30-09-2011,11:16:43,неправильный ввод пин-кода,да,76.85
юр. лицо,списание средств,4639.23,безналичный,Гродно,Приорбанк-XNEO-174,06-07-2013,20:27:39,неправильный ввод пин-кода,да,324.72
физ. лицо,получение средств,397.27,безналичный,Минск,Приорбанк-WGIB-838,21-03-2012,21:02:24,успешно,нет,0.0
физ. лицо,списание средств,226.23,наличный,Брест,МаксБанк-MXLJ-842,25-08-2001,13:39:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,116.75,безналичный,Могилев,МаксБанк-HJHO-400,07-12-2017,01:25:11,успешно,нет,0.0
юр. лицо,списание средств,3702.68,наличный,Минск,Приорбанк-AIRV-207,04-05-2020,01:28:46,недостаточно средств,нет,0.0
юр. лицо,получение средств,4101.5,безналичный,Гродно,БелАгропромбанк-BFLJ-315,12-01-2002,21:22:47,успешно,нет,0.0
физ. лицо,получение средств,3254.34,наличный,Минск,Белинвестбанк-FXFV-961,09-01-2024,14:07:29,успешно,нет,0.0
физ. лицо,списание средств,3413.25,наличный,Гродно,Белинвестбанк-BDZY-515,09-09-2020,18:17:07,недостаточно средств,да,199.38
юр. лицо,получение средств,4807.18,наличный,Гродно,Беларусбанк-VDFG-971,14-12-2000,23:47:16,успешно,нет,0.0
юр. лицо,списание средств,4259.93,безналичный,Гродно,Приорбанк-NXVD-195,27-10-2007,04:55:28,неправильный ввод пин-кода,да,72.04
физ. лицо,получение средств,328.21,безналичный,Витебск,МаксБанк-LLYL-201,18-05-2018,23:17:27,успешно,нет,0.0
юр. лицо,получение средств,3436.32,наличный,Минск,Приорбанк-ZEOI-096,13-08-2002,23:46:46,успешно,нет,0.0
юр. лицо,списание средств,1379.47,безналичный,Гродно,МаксБанк-CBJZ-727,28-08-2010,11:35:23,успешно,нет,0.0
